Categoria;EAN;Marca;Producto;Precio;Supermercado;Enlace;Imagen;Archivo_Imagen
Despensa;"=""0036154000054""";Sin Marca;Ají Verde Diaguita 100Ml;3990;Eltit;https://super.eltit.cl/products/aji-verde-diaguita-100ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/617c79ee/1014765-36154000054.JPG;0036154000054.jpg
Despensa;"=""0036154000061""";Sin Marca;Ají Rojo Diaguitas 100Ml;3990;Eltit;https://super.eltit.cl/products/aji-diaguita-100ml-rojo;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d3ef3433/1014764-36154000061.JPG;0036154000061.jpg
Cuidado Personal;"=""0037000124429""";Sin Marca;Desodorante Barra Powder Fresh 24H Ph Balanced Secret 48Gr;2190;Eltit;https://super.eltit.cl/products/des-secret-power-fresh-48gr-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a0243dea/909880-0037000124429.jpg;0037000124429.jpg
Despensa;"=""0040232936715""";Sin Marca;Salsa De Tomate Con Ajo American Classic 680Gr;3990;Eltit;https://super.eltit.cl/products/american-classic-salsa-680gr-garlic;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9d9243a7/1006061-0040232936715.JPG;0040232936715.jpg
Despensa;"=""0040232936722""";Sin Marca;Salsa De Tomate Con Albahaca American Classic 680Gr;3990;Eltit;https://super.eltit.cl/products/american-classic-salsa-680gr-basil;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c8cb0a4a/1006052-0040232936722.JPG;0040232936722.jpg
Bazar y Librería;"=""0041333000992""";Sin Marca;Pila Duracell C 2 Unidades;4990;Eltit;https://super.eltit.cl/products/duracell-pila-c-2-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/fd839fa3/927841-0041333000992.JPG;0041333000992.jpg
Bazar y Librería;"=""0041333001005""";Sin Marca;Pila Duracell Aa 2 Unidades;2690;Eltit;https://super.eltit.cl/products/duracell-pila-aa-2-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/d07faf53/927774-0041333001005.JPG;0041333001005.jpg
Bazar y Librería;"=""0041333001043""";Sin Marca;Batería Duracell 9V;4990;Eltit;https://super.eltit.cl/products/duracell-bateria-9v;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b8326feb/927840-bateria.JPG;0041333001043.jpg
Bazar y Librería;"=""0041333001074""";Sin Marca;Pila Duracell Aaa 2 Unidades;2690;Eltit;https://super.eltit.cl/products/duracell-pila-aaa-2u;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/dc3b38bf/927755-0041333001074.JPG;0041333001074.jpg
Bazar y Librería;"=""0041333001098""";Sin Marca;Pila Duracell Aaa 4 Unidades;4990;Eltit;https://super.eltit.cl/products/duracell-pila-aaa-4u;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1fc8f970/927760-0041333001098.JPG;0041333001098.jpg
Bazar y Librería;"=""0041333030111""";Sin Marca;Pila Duracell 2032 1 Unidad;1990;Eltit;https://super.eltit.cl/products/duracell-boton-2032;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7bb7d426/927782-0041333030111.JPG;0041333030111.jpg
Bazar y Librería;"=""0041333038872""";Sin Marca;Pila Duracell 2025 1 Unidad;999;Eltit;https://super.eltit.cl/products/duracell-boton-2025;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/56412edf/927776-0041333038872.JPG;0041333038872.jpg
Bazar y Librería;"=""0041333038889""";Sin Marca;Pila Duracell 2016 1 Unidad;999;Eltit;https://super.eltit.cl/products/duracell-boton-2016-por-asignar;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/644466d3/927808-asaf.JPG;0041333038889.jpg
Bazar y Librería;"=""0041333428482""";Sin Marca;Pila Duracell Aaa 1 Unidad;999;Eltit;https://super.eltit.cl/products/duracell-pila-aaa-1unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/3b3bf4eb/927797-0041333428482.JPG;0041333428482.jpg
Despensa;"=""0041390000027""";Sin Marca;Salsa De Soya Kikkoman 296Cc;4590;Eltit;https://super.eltit.cl/products/salsa-de-soya-kikkoman-296cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/98b02be0/929959-Salsa_Soya_Kikkiman_.jpg;0041390000027.jpg
Despensa;"=""0041390000034""";Sin Marca;Salsa Soya Kikkoman 591Ml;7490;Eltit;https://super.eltit.cl/products/kikkoman-salsa-soya-591ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/262cca6d/1067262-kikkoman.JPG;0041390000034.jpg
Despensa;"=""0041390000058""";Sin Marca;Teriyaki Kikkoman 296Cc;4990;Eltit;https://super.eltit.cl/products/kikkoman-teriyaki-296cc-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/ebe11e7f/929963-dgsfd.jpg;0041390000058.jpg
Despensa;"=""0041390000829""";Sin Marca;Kikkoman Salsa 296Ml S/G;8990;Eltit;https://super.eltit.cl/products/kikkoman-salsa-296ml-s-g;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2ab43f95/922314-0041390000829.JPG;0041390000829.jpg
Despensa;"=""0041390050046""";Sin Marca;Panko Japonés Kikkoman 226Gr;4990;Eltit;https://super.eltit.cl/products/panko-japones-kikkoman-226gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/efd66ba2/1005291-0041390050046.JPG;0041390050046.jpg
Despensa;"=""0041500000251""";Sin Marca;Mostaza Clásica Frenchs 396Gr;3590;Eltit;https://super.eltit.cl/products/frenchs-mostaza-397gr-squeeze-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/259bd63e/954356-daf.jpg;0041500000251.jpg
Despensa;"=""0041500000428""";Sin Marca;Frenchs Mostaza 340Gr;4490;Eltit;https://super.eltit.cl/products/frenchs-mostaza-340gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/feabe29c/957576-0041500000428.JPG;0041500000428.jpg
Despensa;"=""0041500013527""";Sin Marca;Mostaza Classic Yellow Frenchs 220Gr;2990;Eltit;https://super.eltit.cl/products/mostaza-classic-yellow-frenchs-220gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c6dc5f31/1083223-Mostaza_Frenchs_226Gr.JPG;0041500013527.jpg
Despensa;"=""0041500013534""";Sin Marca;Mostaza Classic Yellow Frenchs 396Gr;3590;Eltit;https://super.eltit.cl/products/mostaza-classic-yellow-french-396gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1fe9aca6/1083224-Mostaza_Frenchs_396Gr.JPG;0041500013534.jpg
Despensa;"=""0041500779874""";Sin Marca;Salsa Bbq Carolina Tangy Gold Cattlemens 510Gr;4490;Eltit;https://super.eltit.cl/products/frenchs-bbq-tan-gold-fco-510-gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/42f3bf9d/1082011-BBQ.JPG;0041500779874.jpg
Despensa;"=""0041789001840""";Sin Marca;Ramen Pollo Picante Maruchan 64Gr;1250;Eltit;https://super.eltit.cl/products/sopas-maruchan-64gr-pollo-picante;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7e4157ef/1006008-041789001840.JPG;0041789001840.jpg
Despensa;"=""0041789001888""";Sin Marca;Ramen Carne Asada Maruchan 64Gr;1250;Eltit;https://super.eltit.cl/products/sopas-maruchan-64gr-carne-asada;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/4f95d391/1006005-041789001888.JPG;0041789001888.jpg
Despensa;"=""0041789001918""";Sin Marca;Ramen Pollo Maruchan 64Gr;1250;Eltit;https://super.eltit.cl/products/sopas-maruchan-64gr-pollo;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cb9cff3a/1005966-0041789001918.JPG;0041789001918.jpg
Despensa;"=""0041789001956""";Sin Marca;Ramen Camarón Maruchan 64Gr;999;Eltit;https://super.eltit.cl/products/sopas-maruchan-64gr-camaron;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/5469afeb/1006009-041789001956.JPG;0041789001956.jpg
Despensa;"=""0041789002915""";Sin Marca;Ramen Pollo Maruchan 85Gr;799;Eltit;https://super.eltit.cl/products/sopas-maruchan-85gr-pollo;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a3b6b796/1006039-041789002915.JPG;0041789002915.jpg
Despensa;"=""0041789002922""";Sin Marca;Ramen Carne De Res Maruchan 85Gr;799;Eltit;https://super.eltit.cl/products/sopas-maruchan-85gr-carne;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b508148b/1005964-0041789002922.JPG;0041789002922.jpg
Despensa;"=""0041789003981""";Sin Marca;Bowl Con Camarón Limón Y Habanero Maruchan 94Gr;1990;Eltit;https://super.eltit.cl/products/maruchan-bowl-94gr-camaron-chile;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/46e48840/1032766-0041789003981.JPG;0041789003981.jpg
Despensa;"=""0046000116433""";Sin Marca;Salsa Picante Bajo Old El Paso 225Gr;5450;Eltit;https://super.eltit.cl/products/salsa-picante-bajo-old-el-paso-225gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/564eebb2/985003-salsa_picante_.JPG;0046000116433.jpg
Despensa;"=""0046000116440""";Sin Marca;Salsa Picante Medio Old El Paso 225Gr;5450;Eltit;https://super.eltit.cl/products/salsa-picante-medio-old-el-paso-225gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8d4374f9/984981-old_el_paso_medium.JPG;0046000116440.jpg
Despensa;"=""0046000413594""";Sin Marca;Porotos Negros Old El Paso 453Gr;3450;Eltit;https://super.eltit.cl/products/o-paso-black-beans-453gr-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/be73d886/984393-sfdfd.jpg;0046000413594.jpg
Despensa;"=""0046000852812""";Sin Marca;Jalapeños Slices Old El Paso 340Gr;3990;Eltit;https://super.eltit.cl/products/o-paso-aji-jalapeno-340gr-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/bd8a8c73/984394-fsgd.jpg;0046000852812.jpg
Carnicería y Fiambrería;"=""0047800000144""";Sin Marca;Jamón Endiablado Underwood 120Gr;4290;Eltit;https://super.eltit.cl/products/jamon-cerdo-enlatado-120gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7cdf7baf/1053988-0047800000144.JPG;0047800000144.jpg
Cuidado Personal;"=""0048155903074""";Sin Marca;Talco Corporal Lavanda 500 Ml;3490;Eltit;https://super.eltit.cl/products/talco-corporal-lavanda-500-ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/81f70180/968742-0048155903074.JPG;0048155903074.jpg
Cuidado Personal;"=""0048155903289""";Sin Marca;Talco Corporal Manzanilla 500 Gr;3490;Eltit;https://super.eltit.cl/products/talco-corporal-manzanilla-500-gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/36caf5fd/968743-0048155903289.JPG;0048155903289.jpg
Despensa;"=""0050000314744""";Sin Marca;Coffee Mate Hazelnut Nestlé 425Gr;4490;Eltit;https://super.eltit.cl/products/coffee-mate-powder-425gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9914e444/1082835-Coffee_Mate_Hazelnut.JPG;0050000314744.jpg
Despensa;"=""0051497441296""";Sin Marca;Ketchup American Classic 567Gr;3495;Eltit;https://super.eltit.cl/products/ketchup-american-classic-567gr;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1ec7fe4f/1057395-0051497441296.JPG;0051497441296.jpg
Decohogar;"=""0053891139212""";Sin Marca;Licuadora Oster Blanca Blstkag-Wrd;46990;Eltit;https://super.eltit.cl/products/licuadora-oster-blanca-550w-2vel-por-asignar;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/a813e117/940896-0053891139212.jpg;0053891139212.jpg
Decohogar;"=""0053891139755""";Sin Marca;Licuadora Reversible Oster 1211Nbg;90990;Eltit;https://super.eltit.cl/products/licuadora-oster-reversible-600w;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2150db0a/925997-espe.jpeg;0053891139755.jpg
Despensa;"=""0054881000017""";Sin Marca;Te Ahmad Rooibos Cinnamon 20Unid;3990;Eltit;https://super.eltit.cl/products/te-ahmad-roibos-cinnamon-20unid;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/52f8eeb6/984960-rooibos_tea.JPG;0054881000017.jpg
Despensa;"=""0054881003216""";Sin Marca;Te Ahmad Ceylon 10Unid;1990;Eltit;https://super.eltit.cl/products/te-ahmad-ceylon-10unid;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f0c49469/984976-te_ceylon.JPG;0054881003216.jpg
Despensa;"=""0054881004312""";Sin Marca;Te Ahmad Strawberry 10Unid;1990;Eltit;https://super.eltit.cl/products/te-ahmad-strawberry-10unid;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/7a62042d/985022-Te_frutilla..JPG;0054881004312.jpg
Despensa;"=""0054881006996""";Sin Marca;Té Peach & Passion Ahmad 20Un 40Gr;3990;Eltit;https://super.eltit.cl/products/te-ahmad-20u-peach-passion-2;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/eaae5fad/924285-0054881006996.JPG;0054881006996.jpg
Despensa;"=""0054881007009""";Sin Marca;Té Strawberry Ahmad 20 Unidades 40Gr;3990;Eltit;https://super.eltit.cl/products/te-ahmad-20u-strawberry;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/8c074fd9/924303-0054881007009.JPG;0054881007009.jpg
Cuidado Personal;"=""0067545055056""";Sin Marca;Curls Mousse Rizos Girls 200Ml;10990;Eltit;https://super.eltit.cl/products/curls-mousse-rizos-girls-200ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/00d4d56d/1015084-shampo_dippty_do.jpg;0067545055056.jpg
Despensa;"=""0070177029623""";Sin Marca;Té Earl Grey Twinings 100Gr;8490;Eltit;https://super.eltit.cl/products/te-twinings-100gr-egrey;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/f7c4869b/929351-fghgklv.jpg;0070177029623.jpg
Despensa;"=""0070177029630""";Sin Marca;Té English Breakfast Twinings 100Gr;8490;Eltit;https://super.eltit.cl/products/te-twinings-100gr-breakfast-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e47d6943/929328-teci.jpg;0070177029630.jpg
Despensa;"=""0070177078904""";Sin Marca;Té Twinings English Breakfast 50 Unidades 100Gr;7990;Eltit;https://super.eltit.cl/products/te-twinings-breakfast-50-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cad26990/882820-0070177078904.JPG;0070177078904.jpg
Despensa;"=""0070177078966""";Sin Marca;Té Twinings Earl Grey 50 Unidades 100Gr;7990;Eltit;https://super.eltit.cl/products/te-twinings-earl-grey-50-unidades;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/40d0e0b3/882819-0070177078966.JPG;0070177078966.jpg
Bebidas y Licores;"=""0070847009511""";Sin Marca;Energetica Monster Energy 473Ml;1790;Eltit;https://super.eltit.cl/products/energetica-monster-473ml-energy-s;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9b42d1e2/928408-mosnter.JPG;0070847009511.jpg
Bebidas y Licores;"=""0070847031406""";Sin Marca;Bebida Energética Ultra Gold Monster 473Ml;1790;Eltit;https://super.eltit.cl/products/bebida-energetica-monster-ultra-gold-473ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/59be9c67/1067538-gold.JPG;0070847031406.jpg
Bebidas y Licores;"=""0070847895268""";Sin Marca;Bebida Energética Ripper Monster 473Ml;1790;Eltit;https://super.eltit.cl/products/energetica-monster-473cc-ripper-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/49e8a322/1067282-007847895268.JPG;0070847895268.jpg
Cuidado Personal;"=""0071603002104""";Sin Marca;Cortauñas Con Lima Trim;2490;Eltit;https://super.eltit.cl/products/corta-una-mediano-trim;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/6ba15588/968258-corta_u%C3%B1as_con_lima.jpg;0071603002104.jpg
Cuidado Personal;"=""0071603002128""";Sin Marca;Corta Uñas Para Pies Trim;2890;Eltit;https://super.eltit.cl/products/corta-una-p-trim;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c57af148/925978-cortau%C3%B1a.jpeg;0071603002128.jpg
Cuidado Personal;"=""0071603005440""";Sin Marca;Pack Pinzas De Ceja Recta Y Oblicua Trim;2490;Eltit;https://super.eltit.cl/products/pinza-ceja-recta-oblicua;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b6d443c7/925990-pinzas.jpeg;0071603005440.jpg
Cuidado Personal;"=""0071603209275""";Sin Marca;Pack Perfilador Facial Trim;4690;Eltit;https://super.eltit.cl/products/pack-perfilador-facial-trim-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/aea10bac/925961-perfilador_trim.jpeg;0071603209275.jpg
Bazar y Librería;"=""0071641217423""";Sin Marca;Sharpie Ruleta Punta Fina 30 Marcadores;26990;Eltit;https://super.eltit.cl/products/sharpie-ruleta-punta-fina-earth-30ct;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9c3d5680/1076108-sharpie_30_unidades.JPG;0071641217423.jpg
Lácteos y Quesos;"=""0071845098378""";Sin Marca;Bebida De Coco Coco López 400Ml;3790;Eltit;https://super.eltit.cl/products/coco-lopez-bebida-400ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/72f16a62/1014766-071845098378.JPG;0071845098378.jpg
Despensa;"=""0077916572549""";Sin Marca;Mostaza A La Antigua Bornier 210Gr;4290;Eltit;https://super.eltit.cl/products/mostaza-antigua-210gr-bornier;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/99a70eb0/1005815-0077916572549.JPG;0077916572549.jpg
Despensa;"=""0078895126396""";Sin Marca;Salsa Soya L.K.Kee 500Ml Prem;4290;Eltit;https://super.eltit.cl/products/salsa-soya-l-k-kee-500ml-prem;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/388b8229/924046-0078895126396.JPG;0078895126396.jpg
Despensa;"=""0078895128833""";Sin Marca;Salsa De Soya Premium Lkk 150Ml;2990;Eltit;https://super.eltit.cl/products/salsa-soya-l-k-kee-150ml;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b869f4f8/1005384-78895128833.JPG;0078895128833.jpg
Decohogar;"=""0078917942942""";Sin Marca;Decantador Vino 1Lt;4290;Eltit;https://super.eltit.cl/products/decantador-vino-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cb795e5f/878460-decantador_vino.JPG;0078917942942.jpg
Snacks y Galletas;"=""0079344007204""";Sin Marca;Queque Schlünder Sabor Chocolate;4990;Eltit;https://super.eltit.cl/products/queque-schlunder-400gr-chocolate-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/6ab7fadc/926047-153913A9-9566-4341-950B-FAC9704D33E9.webp;0079344007204.jpg
Snacks y Galletas;"=""0079344007235""";Sin Marca;Queque De Limón Schlunder 400Gr;4990;Eltit;https://super.eltit.cl/products/queque-schlunder-limon-400grs-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/b128696d/1007925-079344007235.JPG;0079344007235.jpg
Snacks y Galletas;"=""0079344007242""";Sin Marca;Queque Marmolado Schlünder;4990;Eltit;https://super.eltit.cl/products/queque-400gr-marmolado-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/cd609b8f/926037-queque_marmol.png;0079344007242.jpg
Snacks y Galletas;"=""0079344007273""";Sin Marca;Queque Stracciatella Schlunder 400Gr;4990;Eltit;https://super.eltit.cl/products/queque-schlunder-chocolate-chips-400gr-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/12eced6f/1007924-079344007273.JPG;0079344007273.jpg
Cuidado Personal;"=""0079400300546""";Sin Marca;Desodorante En Barra Clinical Rexona Men 48Gr;4990;Eltit;https://super.eltit.cl/products/des-rexona-clinical-48gr-men-sport-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/523a022f/910493-0079400300546.jpg;0079400300546.jpg
Bebidas y Licores;"=""0080432400395""";Sin Marca;Whisky Chivas 12 Años 750Ml;29990;Eltit;https://super.eltit.cl/products/whisky-chivas-12-anos-750ml-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/3880ef5b/997447-gt.jpg;0080432400395.jpg
Bebidas y Licores;"=""0080432400432""";Sin Marca;Whisky Chivas 12 Años 1Lt;34990;Eltit;https://super.eltit.cl/products/whisky-chivas-12-anos-1lt;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/5944a290/930148-wisk.JPG;0080432400432.jpg
Bebidas y Licores;"=""0080480004699""";Sin Marca;Licor De Sauco 750Cc St Germain;24990;Eltit;https://super.eltit.cl/products/licor-de-sauco-st-germain-750cc;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/778b6d20/983891-st.JPG;0080480004699.jpg
Bebidas y Licores;"=""0080480172527""";Sin Marca;Tequila Añejo Cazadores 750Cc;17990;Eltit;https://super.eltit.cl/products/tequila-cazadores-750cc-anejo-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/9556bc4a/974392-vgdf.jpg;0080480172527.jpg
Bebidas y Licores;"=""0080480401030""";Sin Marca;Ron Apple Bacardí 750Cc;7990;Eltit;https://super.eltit.cl/products/ron-bacardi-750cc-apple-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/c950fa22/974385-rgfhbf.jpg;0080480401030.jpg
Bebidas y Licores;"=""0081128025885""";Sin Marca;Whisky Woodford Reserve 750Cc;38990;Eltit;https://super.eltit.cl/products/whisky-woodford-750cc-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/018776f8/998767-fsdvdf.jpg;0081128025885.jpg
Bebidas y Licores;"=""0082184038727""";Sin Marca;Whisky Gentleman Jack Daniels 750Cc;33990;Eltit;https://super.eltit.cl/products/whisky-jack-daniels-750cc-gentleman-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/2e3aae31/998765-htghfgh.jpg;0082184038727.jpg
Bebidas Alcohólicas;"=""0082184090466""";Cugat;Whisky Jack Daniels N°7 Tennessee 40°, 750Cc.;29990;Cugat;https://cugat.cl/producto/whisky-jack-daniels-40o-750-cc/;https://cugat.cl/wp-content/uploads/2021/04/cugat.cl-whisky-jack-daniels-n7-tennessee-40-750cc-247x296.jpg;0082184090466.jpg
Despensa;"=""0084773601312""";Sin Marca;Machas Naturales Robinson Crusoe 425Gr;19990;Eltit;https://super.eltit.cl/products/machas-r-crusoe-425gr-natural;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/3555a97f/1017647-0084773601312.JPG;0084773601312.jpg
Bebidas y Licores;"=""0085156275021""";Sin Marca;Vodka Ketel One 750Cc;16990;Eltit;https://super.eltit.cl/products/vodka-kentel-750cc-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/1cf869c9/924772-0085156275021.jpg;0085156275021.jpg
Bebidas y Licores;"=""0088076161863""";Sin Marca;Vodka Ciroc 750Cc;23990;Eltit;https://super.eltit.cl/products/vodka-ciroc-750cc-sin-marcas;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/e455e91b/924771-0088076161863.jpg;0088076161863.jpg
Lácteos y Quesos;"=""0093856992193""";Sin Marca;Leche Condesanda Coco 320Gr Nature;3595;Eltit;https://super.eltit.cl/products/leche-condesanda-coco-320gr-nature;https://i.bolder.run/r/czoyMzA1MyxnOjI2MHg/74da025b/923000-0093856992193.JPG;0093856992193.jpg
Hogar;"=""0190714483258""";Cugat;Cortina Milana Better Homes & Gardens Indigo Strie 52X84Cm, 1Pcs;7990;Cugat;https://cugat.cl/producto/cortina-milana-bhg-indigo-strie-1pc-52x84cm/;https://cugat.cl/wp-content/uploads/2025/06/0190714483258-CORTINA-MILANA-1PC-INDIGO-STRIE-715-52X84-247x296.webp;0190714483258.jpg
Hogar;"=""0190714483272""";Cugat;Cortina Milana Better Homes & Gardens Grey Strie 52X84Cm, 1Pcs.;7990;Cugat;https://cugat.cl/producto/cortina-milana-bhg-grey-strie-1pc-52x84cm/;https://cugat.cl/wp-content/uploads/2025/06/0190714483272-CORTINA-MILANA-1PC-GREY-STRIE-715-52X84-247x296.webp;0190714483272.jpg
Hogar;"=""0190714483289""";Cugat;Cortina Milana Better Homes & Gardens Maroon Stride 52X84Cm, 1Pcs.;7990;Cugat;https://cugat.cl/producto/cortina-milana-bhg-maroon-stride-1pc-52x84cm/;https://cugat.cl/wp-content/uploads/2025/06/0190714483289-CORTINA-MILANA-1PC-MAROON-STRIDE-715-52X84-247x296.webp;0190714483289.jpg
Hogar;"=""0190714483296""";Cugat;Cortina Milana Better Homes & Gardens Black Strie 52X84Cm, 1Pcs.;7990;Cugat;https://cugat.cl/producto/cortina-milana-bhg-black-strie-1pc-52x84cm/;https://cugat.cl/wp-content/uploads/2025/06/0190714483296-CORTINA-MILANA-1PC-BLACK-STRIE-715-52X84-247x296.webp;0190714483296.jpg
